Zip,Airport
47331,KGEZ
11385,KLGA
47330,KMIE
47326,KMIE
47327,KAID
47324,KMWO
47325,N/A
72386,KAWM
72384,KAWM
47320,KMIE
11360,KLGA
11362,KLGA
11361,KLGA
72395,KNQA
72396,KAWM
72394,KAWM
72392,KSGT
72390,KUTA
11364,KLGA
11363,KLGA
49971,N/A
11366,KLGA
37996,KTYS
49970,KLNL
11365,KLGA
11368,KLGA
37998,N/A
11367,KLGA
11369,KLGA
47306,KMIE
49969,KLNL
49968,KIWD
47304,KMIE
49967,KLNL
47305,KMIE
11371,KLGA
47302,KMIE
49965,KCMX
11370,KLGA
47303,KMIE
11373,KLGA
49963,N/A
11372,KLGA
23354,KMFV
23356,KWAL
23357,KMFV
23359,KWAL
23350,KMFV
11375,KLGA
49961,N/A
11374,KLGA
49960,N/A
11377,KLGA
11379,KLGA
11378,KLGA
62930,KHSB
62931,K5M9
62932,KMDH
62933,KMWA
62934,KHSB
62935,KHSB
62926,KCIR
62928,KHSB
62940,KMDH
62941,KM30
62942,KMDH
62943,KM30
62946,KHSB
62938,KM30
62939,KMWA
74936,KJSV
98903,KYKM
98902,KYKM
74932,KRKR
74931,KJSV
74930,KRKR
98901,K1YT
62950,KMDH
62951,KMWA
62952,KCGI
62954,KHSB
62956,KM30
62957,KCGI
62947,KHSB
62948,KMWA
59301,KMLS
74944,KGZL
74941,KGZL
62960,KM30
74940,KRKR
59311,KW43
62963,KCIR
62964,KCIR
62966,KMDH
62967,KMWA
59317,KW43
62958,KMDH
59316,KW43
60305,KORD
62959,KMWA
60304,KMDW
59318,N/A
59313,KBHK
60302,KMDW
59312,KJDN
60301,KMDW
59315,KGDV
74939,KRKR
74937,KRKR
98925,N/A
74957,KMEZ
74956,KRKR
74955,KJSV
98926,KELN
74954,KFSM
74953,KRKR
62970,KCIR
98923,KYKM
98922,KSMP
62972,KMWA
59322,KJDN
62975,N/A
62976,KCIR
62977,KHSB
62979,N/A
62969,N/A
59327,KM46
59324,KBHK
59323,KM46
59326,KGDV
74949,KRKR
74948,KJSV
74966,KRKR
74965,KSLG
74964,KSLG
74963,KMEZ
62982,K5M9
72301,KAWM
74962,KJSV
62983,KMDH
59330,KGDV
62984,KHSB
74960,KTQH
62985,KM30
59333,N/A
59332,KW43
62987,KHSB
62988,KCIR
59339,KGDV
59338,KMLS
59337,KJDN
59336,KBHK
74959,KRKR
98908,KYKM
98947,KYKM
98946,KELN
72315,KBYH
98948,KYKM
62990,KCGI
72313,KNQA
98942,K1YT
62992,KCIR
98944,KHMS
62994,KMDH
62995,KM30
72310,N/A
59344,KBHK
62996,KCIR
98941,N/A
59343,KM46
98940,KSMP
62998,KCGI
62999,KMWA
84306,KLGU
47390,KVES
59349,KGDV
84305,KLGU
84308,KLGU
84307,KBMC
84302,KBMC
84301,N/A
84304,N/A
59347,KMLS
47396,KMIE
47393,KMIE
47394,KMIE
47392,N/A
72328,KRNV
98936,KYKM
98935,KHMS
72326,KAWM
98938,KYKM
72327,KAWM
98937,K1YT
72324,KM19
98932,KYKM
98934,KELN
59353,K20U
72320,KUTA
72321,KBYH
98930,KHMS
59351,KMLS
47386,KAID
47387,KAID
47384,KAID
47385,KAID
47383,KMIE
47380,KMIE
11507,KJFK
11509,KJFK
11501,KJFK
11514,KFRG
11516,KJFK
11518,KJFK
11510,KJFK
59501,KHVR
60504,KDPA
60503,KLOT
60502,KDPA
60501,KMDW
47537,KHNB
11580,KJFK
47531,KHNB
11581,KJFK
47532,KHNB
35550,KJFX
35555,KJFX
35554,KJFX
35553,K1M4
35552,KM40
47527,KHNB
47524,KAJG
47525,KHNB
47522,N/A
11590,KFRG
47523,KHNB
47520,KHNB
47521,KHNB
35540,K3A1
47528,KDCY
47529,KDCY
35548,K1M4
35546,KJFX
35544,KM40
35543,K1M4
35542,KJFX
35541,KJFX
11596,KJFK
11598,KJFK
35549,KJFX
47515,KHNB
47516,KLWV
47513,KHNB
47514,KHNB
47512,KDCY
11560,KHPN
47519,KDCY
11569,KJFK
11561,KJFK
11563,KJFK
11566,KFRG
11565,KJFK
11568,KFRG
47501,KDCY
11570,KJFK
23551,KNGU
11572,KJFK
11575,KFRG
11577,KLGA
11576,KLGA
11579,KLGA
23529,KNGU
23523,KORF
11548,KLGA
11547,KLGA
11549,KFRG
11542,KLGA
11545,KFRG
11559,KJFK
35504,KJFX
11558,KJFK
35503,KJFX
35501,KJFX
11550,KJFK
11553,KFRG
11552,KJFK
11554,KFRG
11557,KJFK
11556,N/A
23504,KORF
23505,KNGU
23507,KNGU
23508,KNGU
23509,KORF
23501,N/A
23502,KORF
23503,N/A
11520,KFRG
23517,KNGU
23518,KORF
23510,KORF
23511,KNGU
23513,KORF
11530,KJFK
72458,KARG
72459,KARG
72456,K4M9
72457,KARG
72454,K4M9
72455,KARG
59485,N/A
59484,KCTB
72453,K4M9
59487,KGTF
72450,KJBR
59486,KCTB
59480,N/A
59483,KGTF
59482,KCTB
60479,KC09
59489,KLWT
60478,KIGQ
60477,KIGQ
60476,KIGQ
60475,KIGQ
60474,N/A
60473,KIGQ
60472,KMDW
60471,KIGQ
60470,KPNT
72469,KM19
72467,KJBR
72465,KARG
72466,KARG
72464,KPOF
72461,K4M9
72460,N/A
60487,KLOT
60484,KIGQ
60482,KMDW
60481,KJOT
60480,KMDW
72479,KM19
72476,KARG
72472,KJBR
72473,KM19
72470,N/A
72471,KM19
35490,KTCL
47470,KBMG
47471,KBMG
60491,KLOT
60490,KLOT
47469,KHNB
47468,KBMG
47465,KDCY
35481,KTCL
35480,KTCL
72482,KARG
47462,KBMG
47460,KBMG
47459,KBMG
47456,KBMG
47454,KHNB
47455,N/A
35474,KTCL
35473,KTCL
23487,KFKN
35470,KDYA
35476,KTCL
35475,KTCL
47452,KBMG
47453,KBMG
47451,KBMG
47449,KDCY
47448,K1II
47446,KBMG
47443,KDCY
35463,KTCL
35462,KDYA
35461,KCBM
35460,KDYA
35469,KTCL
35466,KTCL
35464,KDYA
47441,KDCY
47438,KHUF
47436,KBMG
47432,KHNB
47433,KBMG
23463,KORF
35452,KTCL
23464,KORF
35459,KNMM
35458,KTCL
35457,KTCL
35456,KTCL
23460,KNTU
23461,N/A
23462,KORF
35453,KTCL
47431,KBMG
47427,KHUF
47424,KBMG
47421,KBMG
35441,KTCL
47429,KBMG
35447,KTCL
35446,KTCL
35444,KTCL
35443,KDYA
35442,KTCL
47420,N/A
59405,KGFA
59404,KGTF
59406,N/A
59401,KGTF
59402,KGFA
59410,KGTF
59416,KGTF
60404,KJOT
59418,KLWT
60403,KLOT
59417,K8S0
60402,KMDW
59412,KGFA
60401,KIGQ
59411,K8S0
59414,KGFA
59419,KCTB
59421,KGTF
59420,KGFA
60409,KIGQ
60408,KC09
60407,KC09
60406,KMDW
59427,KCTB
60416,KC09
60415,KMDW
59422,KGTF
60411,KIGQ
59425,KCTB
60410,KJOT
59424,KLWT
72405,N/A
72404,KJBR
72401,KJBR
59430,KLWT
59432,N/A
60419,KIGQ
60418,N/A
60417,KIGQ
60426,KIGQ
60425,KIGQ
60424,KC09
59434,K8S0
60423,KLOT
59433,KGTF
60422,KIGQ
59436,KGTF
60421,KJOT
60420,KPNT
59435,N/A
72416,KJBR
72417,KJBR
72414,KJBR
72415,KARG
72412,KARG
72413,K4M9
72410,KM19
72411,KJBR
59441,N/A
59440,KGFA
59443,KGTF
59442,KGFA
60429,KIGQ
60428,KIGQ
60438,KIGQ
84405,KOGD
59448,K8S0
60437,KC09
84404,KOGD
60436,KJOT
60435,KJOT
84401,KOGD
59444,KCTB
60433,KJOT
59447,KGFA
60432,KLOT
84403,KOGD
59446,KGFA
60431,KJOT
60430,KIGQ
72428,KBYH
72425,K4M9
72426,KBYH
72424,K4M9
72421,KJBR
72422,K4M9
59452,KLWT
59451,KLWT
59454,KCTB
59453,K3HT
59450,N/A
60439,KLOT
60449,KIGQ
60448,KLOT
60447,KJOT
60446,KLOT
60445,KMDW
59456,N/A
60444,KC09
60443,KIGQ
59457,KLWT
60442,KJOT
60441,KLOT
60440,KLOT
72419,KJBR
72438,KBYH
72436,K4M9
72437,KJBR
72434,KARG
72435,K4M9
72432,KJBR
72433,KARG
59463,KGFA
72430,K4M9
59462,KLWT
59465,KGFA
59464,KLWT
59461,N/A
59460,KGFA
60459,KMDW
60458,KMDW
60457,KMDW
59467,KCTB
60456,KMDW
59466,KCTB
60455,KMDW
59469,KGFA
59468,KGTF
60453,KMDW
60452,KIGQ
60451,KLOT
60450,KC09
72429,KM19
72449,N/A
72447,KJBR
72443,K4M9
72444,K4M9
59474,KCTB
72442,KBYH
72440,KARG
84408,KOGD
59472,KGFA
59471,KLWT
60469,KIGQ
60468,KIKK
60467,KLOT
60466,KIGQ
59477,N/A
60465,KMDW
84414,KOGD
59479,KLWT
60464,KMDW
60463,KMDW
60462,KMDW
60461,KIGQ
60460,KPNT
23603,KFAF
23604,KFAF
23605,KLFI
23606,KPHF
23607,KLFI
23608,KPHF
23601,N/A
23602,N/A
59602,KHLN
59601,KHLN
60603,KMDW
60602,KMDW
60601,KMDW
60609,KMDW
60608,KMDW
60607,KMDW
60606,KMDW
60605,KMDW
60604,KMDW
59625,KHLN
60614,KMDW
60613,KMDW
60612,KMDW
60611,KMDW
60610,KMDW
72601,KHRO
60619,KMDW
60618,KORD
60617,KGYY
60616,KMDW
60615,KMDW
60625,KORD
59636,N/A
59635,KHLN
60624,KMDW
59638,KHLN
60623,KMDW
60622,KMDW
59632,KHLN
60621,KMDW
60620,KMDW
59631,N/A
59634,KHLN
59633,KHLN
59639,K3DU
21028,KAPG
21023,N/A
35672,K9A4
33010,KMIA
35671,KDCU
35670,KHSV
21029,KGAI
33018,KOPF
08048,KVAY
33015,KOPF
08049,KPHL
33016,KOPF
35677,KMSL
08046,KVAY
33013,KOPF
33014,KOPF
23681,KLFI
35674,KMSL
08045,KVAY
33012,KOPF
35673,KDCU
08043,KVAY
08041,KWRI
33019,KFLL
47648,KEVV
21037,KNAK
21036,KGAI
21035,KNAK
21034,KAPG
21032,KNAK
35661,KMSL
35660,KMSL
23696,KPHF
47649,KEVV
08037,KACY
33004,KFLL
08038,N/A
08035,KPHL
23690,KPHF
08036,KVAY
23691,N/A
08033,KVAY
23692,KPHF
08034,KVAY
23693,KPHF
33001,N/A
08031,KPHL
21031,KDMH
21030,KDMH
47640,KAJG
08032,N/A
08030,KPHL
33009,KFLL
23669,N/A
21005,KAPG
47637,KHNB
47634,KOWB
47635,KOWB
21001,KAPG
47633,KEVV
47630,KEVV
47631,KCUL
23661,KLFI
35650,K9A4
23662,KLFI
23663,KLFI
23664,KLFI
23665,KLFI
21009,KAPG
23666,KLFI
47638,KEVV
23668,KLFI
47639,KEVV
08068,KWRI
35654,K1M4
08069,KILG
35653,K1M4
08066,KPHL
35652,K9A4
08067,KPHL
35651,K1M4
08065,KPNE
08062,KPHL
08063,KPHL
08060,KVAY
08061,KPHL
21017,KAPG
21015,KAPG
21014,KAPG
21013,KMTN
21012,KNAK
11692,KJFK
11691,KJFK
21010,KMTN
47620,KEHR
35647,K9A4
35646,KMSL
08059,KPHL
35645,KMSL
08057,KVAY
35643,K9A4
08055,KVAY
08056,KPHL
35640,K3A1
08053,KVAY
11694,KJFK
08054,KVAY
11693,KJFK
08051,KPHL
08052,KVAY
08050,KMJX
11697,KJFK
35648,KMSL
47615,KOWB
47612,KEVV
47613,KEVV
47610,KEVV
47611,KHNB
47619,KEVV
08008,KACY
47616,KCUL
08009,KVAY
08006,KMJX
08007,KPHL
08004,KVAY
35634,KMSL
08005,KMJX
35633,KMSL
08002,KVAY
08003,KVAY
35630,KMSL
08001,KILG
47601,KEVV
23651,KNGU
35622,K3A1
35621,K3A1
35620,KDCU
08028,KPHL
35614,KDCU
08029,KPHL
35613,KDCU
08026,KVAY
08027,KPHL
35611,KDCU
35610,K9A4
08022,KWRI
08020,KPHL
08021,KVAY
35619,K3A1
35618,K9A4
35616,KMSL
08019,KWRI
35603,KDCU
08015,KWRI
35601,KDCU
08016,KPNE
08014,KPHL
08012,KPHL
08010,KPNE
72579,KBVX
72577,KBVX
72576,KUNO
72573,KBVX
72571,KBVX
72572,KM19
72584,KBVX
72583,KBPK
72581,KBVX
47597,KDCY
47598,KHNB
47596,KDCY
47591,KLWV
47590,KHNB
47588,KHNB
47586,KHNB
47584,N/A
47585,N/A
47581,KDCY
47579,KHNB
47577,KHNB
47578,KDCY
47575,KHNB
47576,KHNB
35594,K1M4
35593,K01M
35592,KCBM
47574,KHNB
47568,KDCY
47567,KDCY
47564,KHNB
35582,K01M
35581,K1M4
35580,KJFX
35587,KJFX
35586,KM40
35585,K1M4
47562,KDCY
47561,KLWV
47557,KDCY
47558,KDCY
47556,KHNB
47553,KDCY
35572,KJFX
35571,K01M
35570,K1M4
35579,KJFX
35578,KJFX
35576,KCBM
35575,K1M4
35574,KCBM
47551,KHNB
47552,N/A
47550,KHNB
47546,KHNB
47542,KHNB
35565,K1M4
35564,K1M4
35563,K1M4
47541,KHNB
59520,KHVR
60506,KARR
60505,KARR
59526,KHVR
60515,KMDW
59525,KHVR
60514,KMDW
59528,KHVR
60513,KMDW
59527,KHVR
60512,KARR
59522,KHVR
60511,KARR
59521,KHVR
60510,KDPA
59524,KHVR
59523,KHVR
59529,N/A
72501,KBVX
59531,KHVR
59530,KHVR
60518,KVYS
60517,KLOT
60516,KLOT
59537,KGGW
60526,KMDW
60525,KMDW
59538,KGGW
60523,KMDW
59532,KHVR
60521,KMDW
60520,KARR
72513,KBVX
72512,N/A
59540,KHVR
59542,KHVR
60527,KMDW
60537,N/A
60534,KMDW
59544,N/A
60532,KDPA
59546,KHVR
60531,KARR
60530,KRPJ
84501,KPUC
59545,N/A
72527,KBVX
72524,KM19
72522,KBVX
72523,KBVX
72520,KUNO
72521,KBVX
60539,KDPA
60538,KARR
60548,KARR
60546,KMDW
60545,KARR
60544,KJOT
60543,KARR
60542,KDPA
60541,KC09
60540,KLOT
72519,KBPK
72517,KBVX
72537,KBPK
72538,KBPK
72536,KBVX
72533,KBPK
72531,KBPK
72532,KBVX
72530,KBVX
84518,KPUC
60549,KC09
60559,KMDW
84526,KPUC
60558,KMDW
84525,KU28
84528,KPUC
60556,KDKB
60555,KDPA
84522,K4HV
60554,KARR
84521,KPUC
60553,KRPJ
60552,KARR
84523,KPUC
60551,KC09
60550,KRPJ
84520,KPUC
72528,KBPK
72529,KARG
72546,KBVX
72544,KBPK
72542,KARG
72543,KCCA
84511,K4BL
60565,KLOT
84510,KBDG
60564,KLOT
84513,KPUC
60563,KDPA
84512,N/A
60561,KLOT
60560,KARR
72539,KUNO
72555,KBVX
72556,KBVX
72554,KUNO
72550,KBVX
84540,KCNY
84542,KPUC
72568,KBVX
72569,KBVX
72566,KBPK
72567,KBVX
72564,KBVX
72565,KBPK
72562,KBVX
72560,KCCA
72561,KBVX
84537,N/A
84533,KBDG
84532,KCNY
60586,KJOT
84535,K4BL
60585,KLOT
84534,N/A
84531,KBDG
84530,N/A
11746,KFRG
11747,KFRG
11749,KISP
11740,KFRG
11742,KISP
11741,KISP
11743,KFRG
11757,KFRG
11756,KFRG
11758,KFRG
11751,KISP
11753,KFRG
11752,KISP
11755,KISP
11754,KISP
23702,KPVG
23703,N/A
23704,N/A
23707,KPVG
23708,N/A
23709,KORF
08109,KPNE
08107,KPHL
08108,KPHL
23701,KPVG
08105,KPHL
11724,KFRG
08106,KPHL
59701,KBTM
08103,KPHL
11726,KFRG
08104,KPHL
11725,KFRG
08102,KPHL
11727,KISP
11729,KFRG
11720,KISP
11722,KISP
11721,KFRG
11735,KFRG
59713,N/A
59715,KBZN
59714,KBZN
11739,KISP
11738,KISP
59711,KBTM
59710,N/A
11731,KFRG
59717,N/A
11730,KISP
59716,KWYS
11733,KISP
11732,KFRG
59718,KBZN
60707,KORD
60706,KORD
11702,KFRG
59724,KS14
11701,KFRG
60712,KORD
11704,KFRG
11703,KFRG
59725,KDLN
11706,KISP
59720,KDLN
11705,KISP
59722,K3DU
59721,KBTM
59728,N/A
59727,KBTM
59729,KDLN
72703,KASG
72701,KFYV
11709,KHPN
60714,KORD
11713,KHWV
59735,KBZN
11715,KISP
11714,KFRG
59736,N/A
11717,KISP
59731,K3DU
11716,KISP
59730,KBZN
11719,KHWV
59733,K3DU
11718,KFRG
59732,N/A
59739,KS14
11710,KFRG
72713,N/A
72714,KVBT
72712,KVBT
59740,KBZN
59745,KBZN
84701,KU24
59748,KBTM
59741,KBZN
59743,N/A
59749,KDLN
72704,KFYV
72722,KXNA
72721,KFYV
59751,KBTM
59750,KBTM
59756,KBTM
59759,KBTM
59758,KWEY
59752,KBZN
59755,N/A
59754,KDLN
72719,KVBT
72717,KFYV
72718,KXNA
72715,KVBT
45118,KI69
21146,KNAK
21144,KBWI
45111,KI69
45113,KILN
33130,KMIA
94086,KNUQ
33131,KMIA
94085,KNUQ
94089,KNUQ
94087,KNUQ
33138,KOPF
33139,KMIA
33136,KMIA
33137,KMIA
33134,KMIA
33135,KMIA
33132,KMIA
94080,KSFO
33133,KMIA
21140,KNAK
21158,KDMW
45107,KILN
21157,KDMW
45106,KI69
21156,KMTN
45101,KI69
21155,KDMW
21154,KAPG
45103,KI69
21153,KDMH
45102,KI69
94074,KHAF
33127,KMIA
33128,KMIA
33125,KMIA
33126,KMIA
94070,KSQL
33122,KMIA
21152,KDMW
33129,KMIA
21122,KBWI
21120,KDMW
35771,K4A6
21128,KMTN
33116,KMIA
35776,K4A6
35775,KHSV
35774,K4A6
35773,KMDQ
35772,K4A6
21136,KDMW
21133,KDMH
21132,KAPG
21131,KDMH
35760,KHUA
35768,K4A6
35766,K4A6
35765,K4A6
35764,K4A6
35763,KHUA
35761,KMDQ
21130,N/A
33109,N/A
35769,K4A6
21104,KBWI
21102,KDMW
11780,KISP
21108,KFME
35757,KHUA
11789,KHWV
35756,KHSV
35755,N/A
35754,KHUA
35752,K4A6
35751,K4A6
35750,KMDQ
11782,KISP
11784,KISP
11783,KFRG
11786,KHWV
11788,KISP
35759,KMDQ
11787,KISP
35758,KHUA
47725,KEVV
21114,KFME
47722,N/A
21113,KFME
47720,KEVV
21111,KMTN
11791,KFRG
11790,KISP
21117,KDMH
35745,K4A6
35744,K4A6
35741,KMDQ
08110,KPNE
35740,K4A6
11793,KFRG
11792,KHWV
11795,KFRG
11794,KISP
11797,KFRG
11796,KISP
35749,KMDQ
35748,KMDQ
11798,KFRG
35747,K4A6
47713,KEVV
47714,KEVV
47711,KEVV
47712,KEHR
47710,KEVV
47715,KEVV
11768,KFRG
11767,KISP
11769,KISP
11762,KFRG
11764,KHWV
35739,KMDQ
11763,KISP
11766,KISP
11765,KFRG
47708,KEVV
11779,KISP
11778,KHWV
11771,KFRG
11770,KISP
11772,KISP
11777,KISP
11776,KISP
70039,KMSY
94005,KSFO
70037,KNBG
70036,N/A
57064,KFSD
70031,KMSY
57065,KPQN
70030,KMSY
57066,KYKN
57067,KYKN
70032,KNEW
94002,KSQL
57062,KYKN
57063,KYKN
57068,KLYV
57069,KYKN
69042,KMCK
69041,KSYF
69040,KIML
69046,KMCK
69045,KIML
69044,KMCK
69043,KIML
70049,KMSY
57070,KYKN
45068,KMGY
45067,KMWO
45069,KHAO
70047,KMSY
57075,KMDS
57076,KMDS
70041,K1B7
57077,KFSD
57078,KYKN
70043,KNEW
57071,KBKX
57072,KYKN
57073,KYKN
70040,KNBG
45064,KMWO
45066,KMGY
45065,KMWO
45062,N/A
94028,KSQL
94027,KSQL
94025,KPAO
70057,KMSY
45056,KHAO
70056,KNBG
21087,KMTN
70058,KNBG
70053,KAUD
94020,KPAO
33076,KFXE
70052,KL38
33073,KPMP
33071,KFXE
94024,KNUQ
70051,KL38
94022,KNUQ
33070,KHST
94021,KSQL
45053,KHAO
21085,KMTN
45052,KCVG
21084,KAPG
45054,KMGY
21082,KMTN
45050,KMWO
94015,KSFO
94014,KSFO
70068,KMSY
70067,KGAO
94019,KHAF
94018,N/A
33064,KPMP
33065,KFXE
33062,KPMP
33063,KFXE
70065,KMSY
33060,KPMP
70062,KMSY
94010,KSFO
33068,KFXE
33069,KFXE
33066,KFXE
33067,KFXE
45042,KMWO
45041,N/A
45044,KMWO
21093,KDMH
45040,KHAO
21090,KBWI
45039,KHAO
08090,KPHL
70079,KMSY
45034,KMWO
45036,KMGY
70075,KNEW
33054,KOPF
94041,KNUQ
33051,KMTH
94040,KNUQ
70076,KL38
70071,KL38
33050,KMTH
70070,KMSY
94044,KSFO
70072,KAUD
94043,KNUQ
08088,KVAY
33055,KOPF
08089,KVAY
33056,KOPF
08086,KPHL
08087,KACY
45030,KCVG
08084,KVAY
45033,KCVG
08085,KPHL
21061,KBWI
21060,KBWI
82060,N/A
08083,KVAY
08080,KPHL
08081,KVAY
82063,KLAR
94038,KHAF
94037,KHAF
21078,KAPG
21077,KBWI
21076,KBWI
33042,KNQX
70086,KL38
33043,KMTH
70085,KNBG
94030,KSFO
33040,KEYW
70087,KMSY
94035,KNUQ
70084,KMSY
70083,K1B7
70080,KMSY
08079,KILG
08077,KPNE
82059,KVDW
08078,KPHL
08075,KPNE
21075,KBWI
82053,K82V
21074,KDMW
82054,K82V
82055,KLAR
08071,KPHL
21071,KDMW
82050,KGUN
82051,KLAR
08070,KILG
82052,KVDW
21048,KDMW
21047,KMTN
82081,KGUN
21046,KFME
45013,KHAO
21045,KBWI
21044,KFME
45015,KHAO
21043,KBWI
45014,KHAO
33031,KHST
33032,KHST
94063,KSQL
94062,KSQL
33030,KHST
94061,KSQL
70092,KNBG
94066,KSFO
70094,KAUD
94065,KSQL
33039,KHST
33037,KHST
70091,KBVE
70090,KL38
33035,KHST
94060,KNUQ
33036,KMTH
33033,KHST
33034,KHST
21042,KBWI
21040,KAPG
45011,KHAO
47670,KAJG
82082,K82V
82083,KARL
82084,KPUM
45005,KMGY
82070,KLAR
21057,KMTN
45002,KCVG
47665,KEVV
45001,KCVG
47666,KAJG
21056,N/A
21054,KFME
45003,KHAO
33020,KFLL
33021,KFLL
33028,KHWO
33029,KHWO
33026,KHWO
33027,KHWO
33024,KHWO
33025,KHWO
33023,KHWO
08097,KPHL
21053,KDMW
08098,KILG
21051,KMTN
08096,KPHL
21050,KAPG
47660,KHNB
08093,KPHL
82071,N/A
08094,KPHL
82072,KLAR
08091,KVAY
08092,KACY
72611,KHRO
59641,KHLN
59640,N/A
60629,KMDW
60628,KMDW
60626,KORD
59647,KHLN
60636,KMDW
84602,KPVU
60634,KORD
59648,KHLN
60633,KGYY
84604,KPVU
59643,KBZN
60632,KMDW
59642,KBZN
60631,KORD
59645,KHLN
60630,KORD
84601,KPVU
59644,KHLN
72626,KFLP
72624,N/A
60639,KORD
60638,KMDW
60637,KMDW
60647,KMDW
60646,KORD
60645,KORD
60644,KMDW
60643,KMDW
60642,KMDW
60641,KORD
60640,KORD
72619,KBPK
72616,KBBG
72617,KFLP
72634,KFLP
72635,KFLP
72632,KROG
72633,KHRO
72631,KROG
57001,KLRJ
60649,KMDW
57006,KBKX
60657,KMDW
84624,KU24
57007,N/A
60656,KORD
84627,KPUC
60655,KMDW
84626,N/A
57002,KBKX
60654,KMDW
84621,KU24
57003,KFSD
60653,KMDW
84620,KU24
57004,KYKN
60652,KMDW
57005,KFSD
60651,KMDW
84622,KU24
72629,KCCA
72628,KHRO
72648,KHRO
72645,KCCA
72644,KHRO
72641,KHRO
72642,KBPK
57010,KYKN
72640,KHRO
57012,KFSD
84606,KPVU
60659,KORD
57017,KMDS
57018,KFSD
60666,KORD
57013,KFSD
57014,KYKN
57015,KFSD
57016,N/A
60661,KMDW
60660,KORD
72638,KHRO
72639,KFLP
72658,KBPK
72655,KHRO
72653,KBPK
57020,KFSD
72650,KCCA
57021,KFSD
72651,N/A
57022,KFSD
84639,KU24
57028,KPQN
84647,KPUC
57029,KYKN
84646,KPUC
84648,KPVU
57024,KPQN
84643,KU24
57025,KSUX
84642,KU24
57026,KBKX
84645,KPVU
84644,N/A
69001,KMCK
70006,KMSY
72669,KHRO
70005,KAUD
72668,KFLP
70002,KAUD
70001,KAUD
70003,KMSY
57031,KYKN
57032,KFSD
72662,KBBG
57033,KFSD
57034,KORC
72660,KBBG
84629,KPUC
84628,KT62
57030,KFSD
57039,KFSD
84635,KU24
84638,N/A
84637,N/A
57035,KFSD
84632,N/A
57036,KFSD
84631,KU24
57037,KYKN
84634,KU24
57038,KSUX
84633,N/A
84630,KU24
69028,KLXN
69027,KIML
69026,KMCK
69025,KMCK
72679,KCCA
69029,KLXN
72675,KFLP
57042,KMDS
57043,KFSD
72670,KHRO
57045,KYKN
57040,KYKN
82007,KFEW
82009,KCYS
57046,KYKN
84665,KU24
84664,KPVU
57048,KMDS
84667,KPUC
57049,KSUX
82005,KFEW
69020,KMCK
84660,KPVU
84663,KPVU
82001,KCYS
84662,N/A
69024,KMCK
69023,KIML
69022,KMCK
69021,KSYF
69039,KLXN
69038,KMCK
69037,KIML
69036,KMCK
72687,KFLP
72685,KHRO
72686,KCCA
57053,KFSD
72683,KHRO
57054,KMDS
57055,KFSD
72682,KFLP
57050,KMDS
72680,KCCA
57052,KYKN
84657,KU24
84654,KU24
57058,KMDS
84653,KPVU
57059,KYKN
84656,KU24
84655,KPVU
69030,K2V5
84652,KU24
84651,KPVU
69034,KMCK
69033,KIML
69032,KMCK
23845,KAVC
23846,KAKQ
23847,KEMV
23840,KPTB
23841,KPTB
23842,KAKQ
23843,KAVC
23844,KEMV
08204,KWWD
59801,KMSO
08205,KACY
08202,KWWD
59803,KMSO
08203,KACY
59802,KMSO
08201,KACY
59808,KMSO
59804,KMSO
23856,KEMV
23857,KAVC
47802,KHUF
47809,KHUF
23850,KPTB
47807,KHUF
23851,KFKN
47805,KHUF
47803,KHUF
47804,KHUF
59812,KMSO
35824,KHSV
23824,N/A
23827,N/A
23828,KEMV
23829,KEMV
60805,KMDW
60804,KMDW
23821,KAVC
60803,KMDW
08226,KACY
59823,KMSO
35811,KMDQ
35810,KMDQ
59825,KMSO
08225,KACY
59824,KMSO
08223,KACY
59821,KMSO
08221,KACY
59820,KMSO
35816,KHUA
59827,KHMM
59826,KMSO
59829,KHMM
59828,KHMM
23834,KPTB
72801,KRUE
72802,KRUE
23836,KFCI
23837,KFKN
23838,KFCI
23839,KAKQ
23830,KPTB
23831,KFCI
23832,KFCI
23833,KPTB
08215,KACY
35801,KHUA
59834,KMSO
59833,KMSO
08214,N/A
59830,N/A
08212,N/A
59832,K3DU
08210,KWWD
59831,KMSO
35808,KHUA
35806,KHUA
35805,KHUA
59837,K3DU
35803,KHUA
35802,KHUA
23801,KPTB
23803,N/A
23805,N/A
23806,KPTB
60827,KIGQ
59845,K3TH
59844,N/A
59847,KMSO
59846,KMSO
59840,KHMM
59843,K3DU
59842,N/A
59848,K3TH
72823,KRUE
72824,KRUE
72821,KFSM
59856,N/A
59855,N/A
59858,K3DU
59851,N/A
59854,K3DU
59853,K3TH
59859,K3TH
72834,KRUE
72835,KRUE
72832,KRUE
72833,KRUE
72830,KRUE
59860,KGPI
11801,KFRG
59867,KMLP
59866,K3TH
11803,KFRG
59868,KMSO
59863,KMSO
11804,KFRG
57201,KATY
59865,KMSO
59864,KMSO
72827,KMWT
72828,KMWT
72826,N/A
72845,KRUE
72846,KRUE
72843,KRUE
72841,KMWT
72842,KRUE
72840,KRUE
59870,KHMM
59872,K3TH
59871,KHMM
57216,KVVV
57217,KATY
57218,KCNB
59874,K3TH
57212,KBKX
59873,K3TH
57213,KCNB
59875,KHMM
57219,KABR
72838,KMWT
72839,KRUE
72837,KRUE
45237,KLUK
45236,KLUK
45239,KHAO
45238,KCVG
45233,KCVG
45232,KLUK
45231,KHAO
45230,KLUK
45226,KLUK
