Zip,Airport
44406,KYNG
32423,KMAI
56434,KSAZ
32424,KMAI
56435,KPWC
32421,KMAI
56437,KSAZ
32420,KVSH
56431,KAIT
56433,KPKD
07495,N/A
32427,KVSH
56438,K14Y
32428,KVSH
32425,KVSH
32426,K1J0
19456,KPTW
68423,KLNK
68422,KBIE
68421,KAFK
68420,KFNB
19454,KLOM
19453,KPTW
68424,KBIE
68429,N/A
56440,K14Y
68428,KLNK
32413,KECP
56446,KSAZ
32410,KTDR
56447,KAIT
56448,KPWC
56441,KBRD
56442,KPWC
56443,KLXL
56444,KAIT
07481,KCDW
07480,KFWN
56449,KLXL
68434,KLNK
19422,KLOM
68433,KFNB
19425,KOQN
68431,KFNB
68438,KLNK
68437,KFNB
68436,KHJH
56450,KBRD
68439,KLNK
07438,KFWN
07439,KFWN
07436,KCDW
32401,KPAM
07435,KCDW
81413,KAJZ
07432,KTEB
56458,KPKD
81415,KMTJ
07430,KCDW
56452,KXVG
56453,KADC
81410,KAJZ
56455,KBRD
81411,KAIB
32409,KECP
32407,KECP
32408,KPAM
32405,KPAM
68430,KLNK
19426,KPTW
32403,KTDR
19428,KLOM
32404,KPAM
68444,KHJH
19436,KLOM
68443,KBIE
19435,KPTW
68442,KFNB
68448,KAFK
68447,KFNB
68446,KAFK
56461,KBJI
07423,KTEB
56467,KPKD
81401,KMTJ
07424,KCDW
56468,KBRD
07421,KFWN
56469,KHZX
81403,KMTJ
07422,KFWN
07420,KCDW
56464,KPKD
56465,N/A
56466,KSAZ
19438,KPTW
68441,KBIE
68440,KBIE
19401,KLOM
68456,KJYR
68455,KPMV
19403,KLOM
68454,KAFK
93410,N/A
68453,KHJH
68458,N/A
68457,KFNB
56470,KPKD
56472,KPWC
56473,KBRD
81427,KTEX
81428,KAJZ
07458,KTEB
81429,N/A
07456,KCDW
81434,KAJZ
07457,KCDW
56479,KSAZ
81435,KTEX
07452,KTEB
56474,KPWC
81430,KTEX
56475,KLXL
81431,KAIB
07450,KTEB
81432,KTEX
56477,KADC
81433,KTEX
93407,KSBP
19405,KLOM
68452,KHJH
68450,KAFK
19406,KLOM
68467,KJYR
93401,KSBP
68466,KBIE
68465,KBIE
68464,KBIE
93405,KSBP
93402,KSBP
56481,KSAZ
56482,KADC
56484,KXVG
81416,KAJZ
81418,KAJZ
81419,KAJZ
81423,KAIB
07446,KCDW
81424,KAIB
81425,KMTJ
07444,KCDW
81426,KTEX
07442,KCDW
07440,KCDW
81422,KAIB
68463,KPMV
68462,KLNK
68461,KLNK
68460,KJYR
44491,KYNG
44490,KUCP
44485,KYNG
44484,KYNG
44481,KYNG
44483,KYNG
44473,KYNG
44470,KYNG
44471,KUCP
44460,KUCP
44455,KBVI
44452,KUCP
44451,KYNG
44454,KUCP
44450,KYNG
44445,KBVI
44444,KPOV
44446,KYNG
44441,KBVI
44440,KYNG
44443,KUCP
44442,KUCP
32460,KMAI
44449,KPOV
32465,KTDR
32466,KECP
32464,KVSH
32461,KECP
32462,KVSH
44436,KUCP
44430,KYNG
44432,KBVI
44431,KBVI
19492,KPTW
44438,KYNG
44437,KYNG
32456,KAAF
56401,KBRD
32455,K54J
32459,KDTS
68357,KBIE
93313,KBFL
93312,KBFL
95977,KBAB
68355,KFNB
93311,KBFL
95978,N/A
68354,KJYR
95979,KUKI
95972,KOVE
95973,KCIC
68359,KJYR
95974,N/A
68358,KBIE
93314,KBFL
95975,KGOO
56371,KPEX
56373,KLXL
95970,KOVE
56374,KSTC
95971,KOVE
81328,KCEZ
56379,KSTC
81335,KCEZ
56375,KSTC
81331,KCEZ
81332,KTEX
56376,N/A
56377,KSTC
56378,KD39
81334,KCEZ
93309,KBFL
93308,KBFL
93307,KBFL
95969,KCIC
68352,KHJH
68351,KJYR
68350,KBIE
68368,KBIE
95965,KOVE
93301,KBFL
95966,KOVE
68367,N/A
68366,KLNK
68365,KJYR
95968,KOVE
93306,KBFL
95961,KMYV
93305,KBFL
95962,KGOO
93304,KBFL
95963,KCIC
56382,K14Y
56384,KLXL
56385,KGHW
95960,KGOO
56381,KGHW
81324,K4BL
81325,KAIB
81326,KDRO
81327,KCEZ
56386,KJMR
81320,KCEZ
56387,KSTC
81321,KCEZ
81323,KCEZ
56389,N/A
68360,KLNK
95959,KGOO
68362,KHJH
68361,KJYR
68379,KAFK
68378,KAFK
68377,KBIE
68376,KFNB
95991,KMYV
07418,KFWN
07419,KFWN
95993,KMYV
07416,KFWN
07417,KCDW
07410,KTEB
68371,KAUH
68370,KHJH
68375,N/A
68372,KLNK
95987,KMYV
95988,KCIC
95983,KBLU
95984,KCIC
07407,KTEB
95981,KGOO
95982,KMYV
07405,KCDW
07403,KCDW
07401,KCDW
68381,KBIE
68380,KBIE
68510,KLNK
68514,KLNK
68512,KLNK
68517,KLNK
68516,KLNK
32566,KNFJ
56533,KFFM
32567,K0J4
56534,KFFM
32564,KCEW
56535,KFSE
32565,KNSE
56536,KFAR
32563,KNFJ
56531,KY63
32561,KPNS
56537,KFFM
32568,KNSE
32569,KHRT
68522,KLNK
68521,KLNK
68520,KLNK
68526,KLNK
68524,KLNK
68523,KLNK
68528,KLNK
68527,KLNK
56544,KDTL
56545,KFSE
56546,KFAR
56547,KJKJ
56540,KFSE
56542,KFSE
32550,KDTS
56543,KFFM
56548,KFAR
56549,KJKJ
19565,KRDG
68532,KLNK
68531,KLNK
19567,KRDG
19562,KXLL
19560,KRDG
56550,KFAR
81504,KGJT
81505,KGJT
81506,KGJT
81507,KGJT
32544,KHRT
56556,KFSE
32542,KVPS
56557,KFSE
56551,KADC
32541,KDTS
56552,KDTL
56553,KBWP
56554,KDTL
32548,KHRT
32547,KHRT
44511,KYNG
44510,KYNG
44512,KUCP
56560,KFAR
44515,KYNG
44514,KUCP
32533,KPNS
56566,KFSE
32534,KPNS
56567,KADC
81501,KGJT
32531,KCEW
56568,KCKN
56569,KDTL
81503,KGJT
56562,N/A
56563,N/A
56565,KY63
32539,KCEW
32535,KNSE
32536,KCEW
19543,KMQS
93510,KPMD
44502,KYNG
19540,KRDG
93514,KBIH
93513,KBIH
19541,KRDG
93512,KMMH
44507,KYNG
56570,KPKD
56571,KADC
44509,KYNG
56572,KDTL
44504,KYNG
81526,KGJT
44503,KYNG
81527,KGJT
44506,KYNG
44505,KYNG
56578,N/A
56579,KFFM
56573,KADC
56574,KFAR
56575,KPKD
93505,K9L2
32526,KPNS
19547,KRDG
19549,KRDG
19555,KRDG
19554,N/A
19551,KRDG
19550,KRDG
93501,KMHV
56580,KJKJ
56581,KCKN
56583,N/A
56588,KADC
81522,KAIB
32511,N/A
56589,KDTL
81523,N/A
32512,N/A
81524,KGJT
81525,KGJT
56584,KFSE
56585,N/A
56586,KFFM
81520,KGJT
81521,KGJT
56587,N/A
32514,KPNS
19522,KRDG
93532,KWJF
20510,N/A
93531,KTSP
93536,KWJF
19520,KMQS
93535,KPMD
93534,KWJF
56592,KFSE
56594,KJKJ
20515,KDCA
56590,KY63
32501,KPNS
32508,KNPA
19529,KRDG
93529,KMMH
32509,N/A
32506,KNPA
93528,KNID
32507,KNPA
93527,KIYK
19526,KRDG
32504,KPNS
19525,KPTW
32505,KPNS
32502,KPNS
32503,KPNS
19533,KRDG
68588,KLNK
19534,KRDG
93526,KBIH
93524,KEDW
19530,KRDG
93523,K9L2
93519,KMHV
93518,KTSP
93517,KBAN
93516,K9L2
68583,KLNK
19536,N/A
19539,KXLL
56501,KDTL
32580,KVPS
56511,KDTL
56514,KJKJ
32583,KNFJ
56510,KFAR
56519,KFAR
56515,KFFM
56516,KFSE
56517,KCKN
56518,KADC
44555,N/A
68504,KLNK
68503,KLNK
68502,KLNK
68501,N/A
68508,KLNK
32570,KNSE
68507,KLNK
68506,KLNK
68505,KLNK
32577,KNSE
56522,KBWP
32578,KVPS
56523,KCKN
56524,KY63
32571,KNDZ
56520,KBWP
56521,KDTL
56527,KADC
32579,KVPS
56528,KDTL
56529,KJKJ
93434,KSMX
93433,KSBP
93432,KPRB
19501,KRDG
93437,KXVW
93436,KLPC
93435,K87Q
93430,KSBP
07513,KTEB
07514,KTEB
07512,KCDW
19508,KRDG
19507,KMUI
93429,KSMX
93428,K87Q
19504,KPTW
19503,KPTW
19506,KRDG
19505,KPTW
19510,KRDG
93422,KPRB
93421,N/A
19512,KPTW
93420,KSBP
93427,KIZA
93426,KPRB
93424,N/A
07508,KCDW
07506,KCDW
07504,KTEB
07505,KCDW
07502,KCDW
07503,KTEB
07501,KCDW
19518,KPTW
93455,KSMX
93454,KSMX
93453,KSBP
93458,KSMX
93452,K87Q
93451,KPRB
93450,KPRB
93445,KSBP
93444,KSMX
93442,KSBP
93449,KSBP
93446,KPRB
93441,KIZA
93440,KLPC
07524,KCDW
07522,KCDW
93465,KPRB
93463,KIZA
93461,KPRB
93460,KIZA
17046,KMUI
68632,KOLU
17047,KCXY
42003,KPAH
68631,KOLU
17048,KMUI
44667,KBJJ
17049,KSEG
20695,KDAA
44666,KCAK
17042,KMUI
68636,KBVN
17043,KCXY
20693,KNYG
68635,KLNK
17044,KUNV
20692,KNUI
44663,KPHD
68634,KOLU
17045,KSEG
42001,KPAH
44662,KCAK
68633,KFET
32680,KCTY
17040,KCXY
68638,KBVN
68637,KODX
44669,KCAK
30024,KLZU
56654,KINL
81610,KVEL
05056,KRUT
56655,KXVG
81611,KASE
05059,N/A
05058,KLEB
30025,K9A1
32686,KOCF
56657,KFOZ
05053,KLEB
56650,KVWU
32683,N/A
05052,KLEB
56651,KFSE
05055,KLEB
30022,KPDK
56652,KBJI
30021,KPDK
56653,KINL
20690,KNUI
05051,K1V4
05050,N/A
29020,KCDN
30028,KCNI
56659,N/A
17057,KMDT
44654,KBJJ
68643,KOLU
17058,KUNV
68642,KOLU
44653,N/A
17059,KUNV
44656,KPHD
68641,KOLU
68640,KOLU
17053,KCXY
68647,KOLU
17055,KCXY
44652,N/A
44651,KPHD
68644,KBVN
17050,KCXY
17051,KUNV
68649,KFET
17052,KAOO
56660,KVWU
68648,KFET
44657,KCAK
44659,N/A
05046,K1V4
30013,K9A1
54002,KRNH
05045,KLEB
30012,K9A1
54001,KRNH
05048,KLEB
29033,KCAE
56667,KBJI
81601,K5SM
29032,KCDN
30014,K9A1
05042,K1V4
29039,KOGB
54006,KROS
56661,KVWU
05041,KMPV
29038,KOGB
54005,KRNH
56662,KXVG
29037,KEOE
30011,KLZU
54004,KUBE
56663,N/A
05043,KLEB
29036,KFDW
54003,KRGK
54009,KOEO
05040,KMPV
54007,KRNH
29031,KDCM
30017,KLZU
56669,KINL
29030,KOGB
30016,K9A1
30019,KLZU
17024,KCXY
20676,K2W6
44643,KPHD
68654,KJYR
93610,KMAE
17025,KCXY
20675,KDAA
68653,KOLU
17026,KMUI
20674,KNUI
44645,KBJJ
68652,KBVN
44644,KPHD
68651,KJYR
17027,N/A
17020,KCXY
68658,KOLU
93614,KMAE
17021,KUNV
17022,KMDT
20670,KNHK
44641,KCAK
93612,KFAT
17023,KMUI
68655,KBVN
93611,KFAT
29009,KHVS
56670,KBJI
56671,KBJI
68659,KFET
44647,KCAK
81625,KCAG
44646,KCAK
20678,K2W6
20677,KNYG
05079,KMPV
30002,KPDK
54013,KLUM
56676,KBJI
81632,KEGE
29001,KMNI
32666,K42J
81633,KEEO
30004,KCNI
54011,KRGK
56678,KBJI
81635,KRIL
05075,KLEB
29006,KAIK
54017,KRNH
56672,KXVG
54016,K21D
56673,KRRT
05077,KLEB
54015,KRNH
81630,KGJT
29003,KOGB
54014,KRGK
81631,KEGE
05071,KLEB
05070,KLEB
30009,KPDK
93606,N/A
05073,KLEB
93604,KMAE
17028,KMUI
32669,KGNV
17029,KUNV
30005,KPDK
30008,KMGE
32667,KGNV
93609,KNLC
32668,KOCF
93608,KNLC
17035,KUNV
44632,KCAK
66002,KSTJ
68665,KBVN
20687,N/A
17036,KMDT
68664,N/A
17037,KCXY
20685,K2W6
44634,KCAK
68663,KOLU
17038,KMUI
20684,KNUI
44633,KBJJ
68662,KOLU
66006,KLWC
68669,KJYR
93603,KVIS
17032,KCXY
66007,KMCI
93602,KFAT
17033,KMDT
93601,KMAE
17034,KMDT
20680,KNUI
68666,KJYR
56680,N/A
56681,KFOZ
66008,KSTJ
17030,KMUI
29018,KOGB
54020,KOEO
81615,KASE
20689,KADW
44638,KBJJ
20688,KNHK
44637,KBJJ
05068,KLEB
54024,KOEO
81621,KASE
05067,KLEB
54023,KRNH
54022,K21D
81623,K5SM
05069,K1V4
29010,KHVS
32653,KGNV
54021,KSGS
81624,KRIL
54028,KRNH
56683,KBJI
29016,KFDW
54027,KLUM
56684,KFSE
29015,KEOE
54026,KRNH
56685,KVWU
05065,KLEB
29014,KDCM
54025,KRNH
56686,KBDE
81620,KEGE
05060,KMPV
05062,KVSF
05061,KMPV
68661,KOLU
68660,KBVN
32656,K42J
17002,KUNV
44621,KPHD
66013,KOJC
17003,KMUI
20653,KNHK
44620,KPHD
93631,KHJO
66014,N/A
17004,KUNV
93630,KMAE
17005,KSEG
44622,KPHD
66012,KNKA
20650,K2W6
66017,KSTJ
93636,KFAT
66018,KIXD
93635,KMCE
66015,KUKL
93634,N/A
66016,KSTJ
93633,KVIS
44629,KPHD
44628,K4I3
20659,K2W6
20658,KNYG
44625,KCAK
81647,KRIL
20657,K2W6
44624,KPHD
81648,KVEL
20656,K2W6
44627,KBJJ
81649,N/A
44626,KPHD
07676,KTEB
32643,KGNV
78002,KCVB
81654,KASE
07677,KTEB
78001,KCOT
81655,KEGE
32641,KGNV
78004,K5C1
07675,KTEB
78003,KERV
81657,KCCU
78006,K5C1
81650,KRIL
32640,KGNV
78005,KCVB
07670,KTEB
78008,KPEZ
81652,KRIL
78007,KPEZ
81653,KDWX
78009,KCVB
93628,N/A
93627,KNLC
93626,KFAT
17006,KCXY
17007,KCXY
32648,KCTY
66010,KFSK
17009,KUNV
17013,KCXY
93621,KVIS
17014,KSEG
20664,KNYG
66025,KLWC
93620,KMCE
17015,KCXY
44612,KPHD
20662,KNYG
44611,KBJJ
66023,KSTJ
93625,KFAT
93624,N/A
17011,KCXY
93623,KMAE
66026,N/A
93622,KMAE
66027,N/A
44618,KBJJ
44614,KCAK
44613,KCAK
81637,KEGE
20667,KNHK
81638,KCAG
44615,KPHD
81639,KHDN
81643,KGJT
05001,KLEB
07666,KTEB
07663,KTEB
81645,KCCU
32631,N/A
07661,KTEB
07662,KTEB
81640,KCAG
81641,KEEO
07660,KTEB
81642,KASE
93618,KVIS
93616,KFAT
93615,KVIS
17017,KSEG
66020,KMCI
17018,KCXY
66021,KIXD
17019,KCXY
93619,KFAT
20632,KNYG
66035,KSTJ
93654,KFAT
93653,KMAE
44601,KCAK
66033,KUKL
93652,KFAT
93651,KFAT
66039,KFSK
93657,KFAT
93656,KNLC
20639,KADW
44606,KBJJ
44609,KCAK
20637,K2W6
44608,KPHD
05039,KMPV
20636,K2W6
93650,KFAT
05038,KMPV
20634,KNHK
78022,KBEA
78021,KCOT
05035,KRUT
32621,KGNV
78024,KERV
05034,KRUT
32622,KGNV
78023,K5C1
05037,KVSF
78026,KPEZ
05036,KMPV
78025,KERV
78028,KERV
05030,KVSF
78027,K5C1
05033,K1P1
05032,KLEB
32628,KCTY
93648,KFAT
32625,KCTY
66031,KIXD
32626,KCTY
66032,KUKL
66030,KIXD
66046,KLWC
93643,KFAT
66047,KLWC
66044,KLWC
93641,KVIS
20640,KDAA
66045,KLWC
93640,KMAE
93647,KVIS
93646,KVIS
32609,KGNV
66048,KMCI
93645,KFAT
66049,KLWC
93644,KMAE
20646,KDAA
78011,KPEZ
20645,N/A
78010,KERV
32610,KGNV
78013,KERV
32611,KGNV
78012,N/A
78015,K5C1
78014,KCOT
78017,KCOT
78016,KCVB
78019,KCOT
32618,KGNV
32619,KCTY
93638,KMAE
32617,KOCF
93637,KMAE
66042,KIXD
32615,KGNV
66043,KMCI
32612,KGNV
66040,KIXD
66041,KSTJ
42086,KPAH
42087,KCIR
42088,KM25
42082,KM25
42083,N/A
42085,KUCY
42081,KM30
42079,KM25
42076,KCEY
42078,K5M9
30093,KPDK
30092,KPDK
30094,K9A1
30090,KMGE
30097,KLZU
30096,KLZU
42071,KCEY
42069,N/A
42064,K5M9
42066,KM25
30082,KMGE
30084,KPDK
30083,KPDK
30080,KMGE
30088,KPDK
30087,KPDK
29082,KRBW
29081,KBNL
29080,KSMS
42058,KPAH
42053,KPAH
42054,KCEY
42055,K5M9
42056,KPAH
30071,KPDK
30072,N/A
30079,KPDK
30078,KLZU
56601,KBJI
30075,KMGE
30076,KPDK
42050,KUCY
42051,KM25
42047,K5M9
42048,KCEY
42049,KCEY
17086,KSEG
17087,KRDG
42044,KM25
42045,K5M9
17082,KUNV
30060,KMGE
17084,KUNV
30062,KMGE
17080,KSEG
30068,KMGE
29067,KCDN
30067,KMGE
29065,KFDW
30069,KMGE
30064,KRYY
30066,KRYY
29069,KHVS
42040,KM25
42041,KUCY
29063,KFDW
05091,KLEB
29061,KMMT
42035,KPAH
42036,KCEY
42038,K5M9
44699,KPHD
42031,KUCY
17098,KMUI
42032,N/A
17099,KUNV
68601,KOLU
44695,KPHD
17094,KSEG
42039,KM25
17090,KCXY
56621,KFSE
05089,KLEB
29078,KCDN
30056,K9A1
56623,KBDE
30058,KPDK
05086,KMPV
30052,KLZU
30055,K9A1
05088,N/A
30054,K9A1
56629,N/A
05081,K1V4
29070,KAIK
05084,N/A
05083,KLEB
44691,KBJJ
29075,KEOE
56626,KXVG
29074,N/A
29073,KCAE
56627,KFOZ
29072,KCAE
56628,KFOZ
17068,KCXY
42024,KCIR
42025,KCEY
44689,KPHD
42027,KM25
44688,KPHD
17064,KLNS
42020,KCEY
44683,KPHD
17065,KCXY
42021,KCIR
44682,N/A
17066,KAOO
44685,KCAK
17067,KMUI
42023,KCIR
17060,KAOO
17061,KSEG
17062,KSEG
30040,KCNI
17063,KUNV
42028,K5M9
42029,KM25
29046,KSMS
30046,KLZU
29045,KCDN
30045,KLZU
56633,KBJI
29044,KMMT
56634,KFSE
30047,KPDK
30041,KGVL
29048,KMNI
30044,KLZU
56630,KBJI
29047,KOGB
30043,KLZU
44681,KPHD
44680,KPHD
29042,KBNL
56636,KGPZ
56637,KFOZ
29040,KSSC
56639,KFOZ
44676,KBJJ
68621,KFET
44675,KPHD
68620,KBVN
44677,KBJJ
44672,KCAK
17076,KSEG
68624,KOLU
68623,KBVN
17078,KMUI
68622,KBVN
17071,KCXY
68629,KOLU
68628,KAUH
17073,KRDG
68627,KBVN
17074,KCXY
68626,KAHQ
17070,KCXY
30035,KPDK
29056,KCKI
30034,KATL
56644,KFSE
29055,KLKR
32696,KOCF
29054,KCAE
56646,KFSE
32694,K42J
30030,KPDK
29059,KDYB
30033,KPDK
56641,KXVG
29058,KLKR
30032,KPDK
32693,KCTY
44670,N/A
29053,KCAE
30039,KLZU
56647,KBJI
29052,KMMT
30038,KATL
29051,KCKI
56649,KINL
93555,KNID
93554,KNID
93553,KPMD
93552,KPMD
93558,N/A
20618,K2W6
20617,KADW
20616,KDAA
20615,N/A
93551,KPMD
20613,KADW
93550,KPMD
20612,K2W6
20611,KNYG
07632,KTEB
07630,KTEB
07631,KTEB
20609,K2W6
20608,KADW
32607,KGNV
32608,KGNV
32605,KGNV
32606,KGNV
93549,N/A
32603,KGNV
32601,KGNV
20621,K2W6
93544,KGXA
20620,K2W6
93543,KPMD
93541,KMMH
93546,KMMH
93545,KBIH
20628,KNUI
07627,KTEB
07628,KTEB
20626,N/A
20625,N/A
07626,KTEB
20624,K2W6
20623,KADW
07624,KTEB
20622,K2W6
07621,KTEB
07620,KTEB
20619,K2W6
19601,KRDG
07656,KTEB
07657,KTEB
07652,KTEB
07650,KTEB
19607,KRDG
19606,KRDG
19609,KRDG
19608,KRDG
19602,KRDG
19605,KRDG
19604,KRDG
19610,KRDG
19611,KRDG
93563,KGXA
20607,KDAA
20606,N/A
07649,KTEB
07647,KTEB
20603,KADW
93562,KNID
07648,KTEB
20602,KADW
93561,KTSP
07645,KTEB
20601,KADW
93560,KWJF
07646,KTEB
07643,KTEB
07644,KTEB
07641,KTEB
07642,KTEB
07640,KTEB
93591,KGXA
07607,KTEB
07608,KTEB
07605,KTEB
07606,KTEB
07603,KTEB
07604,KTEB
07601,KTEB
42123,KGLW
68753,KICR
42124,KGLW
68752,KOFK
68751,N/A
68757,KLCG
42120,KBWG
68756,KBVN
68755,KONL
93711,KFAT
42122,KBWG
93710,KFAT
68759,KANW
68758,KBVN
42127,KGLW
42129,KGLW
29145,KEOE
30145,KVPC
54112,KOCQ
30144,KRYY
54111,KEZS
30147,KRMG
54110,KMTW
29142,KMNI
30141,KPUJ
29148,KMNI
54115,KGRB
30143,KCNI
54114,KMNM
29146,KBNL
54113,N/A
93706,KFAT
54119,KIMT
93705,KFAT
93704,KFAT
93703,KFAT
30149,KRMG
30148,KCNI
66101,KNKA
68764,KONL
66102,KNKA
68763,KONL
68761,KBVN
66105,KNKA
68768,KLCG
93702,KFAT
66106,KNKA
68767,KOFK
93701,KFAT
66103,KNKA
68766,KONL
66104,KNKA
68765,KOFK
66109,KNKA
68769,KOFK
30134,KFTY
32798,KLEE
29154,KSSC
54121,KIMT
29153,KSMS
30135,KFTY
32796,KTTS
54120,KIMT
54127,N/A
54126,KGRB
30132,KPUJ
54125,KIMT
32792,KORL
54124,KEZS
05161,KVSF
54129,KATW
54128,N/A
29152,KSSC
68760,KYKN
30137,KVPC
29150,KSMS
30139,KCNI
42101,KBWG
66112,KNKA
68774,KYKN
93730,KFAT
42103,KBWG
68773,KONL
20794,KFME
42104,KBWG
66111,KNKA
68779,KOFK
68778,KANW
68777,KONL
66115,KNKA
68776,KSUX
29129,KAIK
66118,KNKA
29128,KSSC
54130,KATW
29123,KCAE
78101,KRND
30122,KFTY
30125,KPUJ
32784,KVVG
30124,KRMG
78102,KBEA
29127,KEOE
54138,KAIG
29126,KEOE
54137,KEZS
29125,KSSC
30121,KVPC
32780,KTIX
54136,KATW
30120,KVPC
54135,KEZS
78109,KRND
93728,KFAT
78108,KRND
93727,KFAT
93726,KFAT
54139,KOCQ
93725,KFAT
30127,KMGE
68771,KLCG
30126,KFTY
68770,KSUX
32789,KORL
68786,KYKN
93720,KFAT
68785,KSUX
68784,KLCG
68783,KONL
68789,KONL
93723,KFAT
68788,KTQE
93722,KFAT
68787,KLCG
93721,KFAT
54141,KOCQ
54140,KATW
29133,KOGB
32776,KLEE
30114,KCNI
32773,KSFB
54143,KMNM
30113,KCTJ
29138,KEOE
32771,KSFB
54149,KEZS
29137,KBNL
30110,KCTJ
29135,KOGB
29130,KFDW
30116,KCTJ
32779,KORL
30115,KCNI
68781,KOFK
68780,KONL
30117,KCTJ
32778,KLEE
20774,KADW
17125,KCXY
20772,KADW
20771,KCGS
17120,KCXY
20770,KCGS
29108,KEOE
29107,KOGB
20779,KADW
20778,KNAK
54151,KIMT
20777,KGAI
54150,KAIG
78121,KRND
20776,KNAK
29101,KHVS
30101,KRYY
32764,KSFB
54156,KIMT
78123,KBAZ
32765,KSFB
54155,KGRB
78122,KT20
30103,KRMG
54154,KOCQ
78125,KBEA
30102,KRYY
32763,KDED
54153,KOCQ
78124,KRND
29105,KAIK
29104,KSMS
54159,KMNM
29102,KMNI
54157,KMNM
30108,KCTJ
30105,KRMG
30104,KPUJ
68792,KYKN
30107,KCNI
32766,KSFB
68791,KLCG
30106,KFTY
32767,KDED
68790,KLCG
20785,KCGS
44730,KCAK
93741,N/A
20784,KCGS
93740,N/A
20783,KCGS
20782,KCGS
20781,KCGS
29118,KOGB
29117,KOGB
54162,KGRB
54161,KOCQ
54160,N/A
29112,KOGB
78112,KSSF
29111,KCKI
32754,KTTS
54166,KEZS
78111,N/A
32751,KORL
54165,KGRB
78114,KSSF
78113,KPEZ
78116,KT20
29115,KOGB
32750,KSFB
29114,KCKI
54169,KATW
78118,KBEA
29113,KOGB
78117,KPEZ
78119,KBEA
32759,KEVB
93737,KFAT
32757,KLEE
17101,KCXY
44720,KCAK
17102,KCXY
17103,KCXY
20751,KNAK
17104,KCXY
44721,KCAK
54170,KATW
20759,KFME
20758,KADW
54174,KEZS
78141,KBEA
54173,KGRB
78140,KT20
20755,KFME
20754,KADW
54171,KOCQ
05156,KVSF
05155,KVSF
54177,KMNM
05158,KEEN
78147,KPEZ
54175,KAIG
05152,KVSF
05151,KVSF
78148,KRND
05154,KVSF
05153,KVSF
17109,KCXY
05150,KVSF
91107,KMWS
91108,KEMT
32746,KSFB
32744,KDED
17112,KCXY
20764,KNAK
91101,KMWS
17113,KCXY
20763,KFME
20762,KADW
44711,N/A
44710,KCAK
91105,KMWS
91106,KMWS
17110,KCXY
91103,KMWS
17111,KCXY
91104,KMWS
54180,KGRB
20769,KCGS
44718,KCAK
05149,KVSF
78130,KBAZ
05148,KVSF
78132,KBAZ
20765,KNAK
44714,KCAK
32732,KSFB
78133,KBAZ
05146,KVSF
32730,KORL
05141,KVSF
44709,KCAK
05143,KVSF
05142,KVSF
66160,N/A
32738,KSFB
32735,KLEE
32736,KLEE
56701,KTVF
56710,KGFK
56713,KGAF
56714,KROX
56715,KFSE
56716,KCKN
68701,KOFK
56720,KHCO
56721,KGFK
56722,KCKN
56723,KCKN
42170,KBWG
56728,KHCO
42171,KBWG
56729,KHCO
56724,KTVF
56725,KTVF
56726,KROX
56727,KTVF
42167,KGLW
42163,KGLW
68713,KONL
42164,KBWG
68711,KONL
42166,KGLW
68710,KLCG
68717,KLCG
30180,KPUJ
68716,KLCG
30183,KCNI
68715,KOFK
30182,KCTJ
68714,KANW
68719,KONL
68718,KYKN
30189,KRYY
30188,KRYY
56732,KHCO
56733,KHCO
56734,KHCO
30185,KCCO
30184,KVPC
30187,KPUJ
29180,KFDW
42160,KGLW
56735,KHCO
56736,KFSE
56737,N/A
56738,KTVF
42156,KGLW
68720,KOFK
42157,N/A
42159,KBWG
68724,KYKN
68723,KLCG
42153,N/A
42154,KGLW
68722,KONL
30170,KCTJ
68728,KLCG
68727,KLCG
68726,KBVN
30171,KVPC
68725,KONL
68729,KONL
30178,KVPC
56742,KFSE
30177,KCNI
56744,KGFK
30179,KCTJ
30173,KRMG
30176,KCTJ
56740,KHCO
30175,KCNI
42151,KGLW
56748,KTVF
68731,KSUX
68730,KYKN
42141,KGLW
68735,KONL
68734,KONL
68733,KLCG
68732,KLCG
68739,KYKN
30161,KRMG
68736,KYKN
29166,KAIK
56754,KTVF
56755,KHCO
29164,KAIK
30168,KFTY
56756,KROX
56750,KTVF
29169,KCAE
30165,KRMG
56751,KROX
29168,KSSC
42140,KGLW
29163,KMNI
56757,KHCO
29162,KCKI
56758,KHCO
29161,KFLO
56759,KROX
29160,KCAE
42134,KBWG
68742,KONL
68741,KSUX
68740,KOFK
42130,KGLW
68746,KONL
42131,KGLW
68745,KLCG
42133,KGLW
68743,KSUX
68749,KLCG
68748,KOFK
68747,KLCG
29178,KEOE
54101,KOCQ
29175,KCDN
30157,KPUJ
30152,KRYY
56760,N/A
56761,KROX
54104,N/A
54103,KIMT
56762,KGFK
30153,KPUJ
54102,KIMT
56763,KRRT
29170,KCAE
54107,KEZS
54106,KATW
29172,KCAE
66058,KTOP
93675,KFAT
91011,KMWS
66056,KFSK
93673,N/A
91016,KEMT
44706,KCAK
44705,KCAK
20737,KCGS
44708,KCAK
78040,KLRD
20736,KADW
44707,KCAK
07757,KBLM
20735,KADW
44702,KCAK
07758,KLDJ
78041,KLRD
91010,KEMT
07755,KBLM
20733,KNAK
44704,KCAK
07756,KBLM
20732,KADW
44703,KCAK
78043,KLRD
07753,KBLM
32720,KDED
78046,KLRD
78045,KLRD
07751,KBLM
07750,KBLM
66050,KLWC
32726,KLEE
